"ツイートID","ツイートの固定リンク","ツイート本文","時間","インプレッション","エンゲージメント","エンゲージメント率","リツイート","返信","いいね","ユーザープロフィールクリック","URLクリック数","ハッシュタグクリック","詳細クリック","固定リンクのクリック数","アプリ表示","アプリインストール","フォローしている","ツイートをメール送信","ダイアル式電話","メディアの再生数","メディアのエンゲージメント","プロモのインプレッション","プロモのエンゲージメント","プロモのエンゲージメント率","プロモのリツイート","プロモの返信","プロモのいいね","プロモのユーザープロフィールクリック","プロモのURLクリック数","プロモのハッシュタグクリック","プロモの詳細クリック","プロモの固定リンクのクリック数","プロモのアプリ表示","プロモのアプリインストール","プロモのフォローしている","プロモのツイートをメール送信","プロモのダイアル式電話","プロモのメディアの再生数","プロモのメディアのエンゲージメント"
"1212029271662743552","https://twitter.com/ogato_desuyo/status/1212029271662743552","あけおめ！
ことよろ！
いかりゃく！","2019-12-31 15:14 +0000","820.0","40.0","0.04878048780487805","0.0","1.0","34.0","1.0","0.0","0.0","4.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1212021324375187457","https://twitter.com/ogato_desuyo/status/1212021324375187457","2020年は彼女を作りたいです
そのために機械学習の勉強を頑張ります","2019-12-31 14:42 +0000","1685.0","75.0","0.04451038575667656","4.0","1.0","33.0","15.0","0.0","0.0","22.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1212020529366020096","https://twitter.com/ogato_desuyo/status/1212020529366020096","@kanitotuna ずるずる、どうもぉーおがとでぇす！","2019-12-31 14:39 +0000","19.0","1.0","0.05263157894736842","0.0","0.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1212020444846608386","https://twitter.com/ogato_desuyo/status/1212020444846608386","今年一年は安藤の「おがとさんはすごいよ」にどれだけ励まされたことか
ありがとうな","2019-12-31 14:39 +0000","791.0","17.0","0.021491782553729456","1.0","1.0","10.0","3.0","0.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1212020135667499010","https://twitter.com/ogato_desuyo/status/1212020135667499010","@kanitotuna すこ","2019-12-31 14:38 +0000","22.0","2.0","0.09090909090909091","0.0","1.0","1.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1212019646993444864","https://twitter.com/ogato_desuyo/status/1212019646993444864","風邪をひいたJK「びえん」","2019-12-31 14:36 +0000","529.0","12.0","0.022684310018903593","0.0","0.0","12.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1211965119145504768","https://twitter.com/ogato_desuyo/status/1211965119145504768","@RiekoWaka21 やっと息できました笑","2019-12-31 10:59 +0000","100.0","2.0","0.02","0.0","0.0","2.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1211962795253628929","https://twitter.com/ogato_desuyo/status/1211962795253628929","WiFi環境無いの耐えられなくなったから快活来た笑","2019-12-31 10:50 +0000","891.0","20.0","0.02244668911335578","0.0","1.0","17.0","0.0","0.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1211953039445086209","https://twitter.com/ogato_desuyo/status/1211953039445086209","年越す前ラーメン https://t.co/nDNcoYiKTC","2019-12-31 10:11 +0000","814.0","40.0","0.04914004914004914","0.0","0.0","12.0","1.0","1.0","0.0","0.0","0.0","0","0","0","0","0","26","26","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1211952097643466752","https://twitter.com/ogato_desuyo/status/1211952097643466752","来年の目標は借金返済です()
マジで手元にお金が残らなすぎる笑","2019-12-31 10:07 +0000","446.0","8.0","0.017937219730941704","0.0","0.0","5.0","3.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1211945197690449920","https://twitter.com/ogato_desuyo/status/1211945197690449920","今年一番お世話になったのがSUNABACOで、その次にお世話になったのが東京の女の子達で、3番目くらいに快活クラブが来る","2019-12-31 09:40 +0000","518.0","6.0","0.011583011583011582","0.0","0.0","4.0","2.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1211944262197112832","https://twitter.com/ogato_desuyo/status/1211944262197112832","@RiekoWaka21 ハナハナに貢献できるよう頑張ります💪💪💪","2019-12-31 09:36 +0000","83.0","3.0","0.03614457831325301","0.0","0.0","3.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1211939796399972352","https://twitter.com/ogato_desuyo/status/1211939796399972352","ベッドから出るのがだるいので初詣は行く気ないのですが

身長160後半くらいで黒髪ショートですらっとした細身で色白で丸メガネが似合うふわっとした笑顔のお姉さんをください","2019-12-31 09:18 +0000","1128.0","27.0","0.023936170212765957","3.0","0.0","16.0","3.0","0.0","0.0","5.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1211928268019945474","https://twitter.com/ogato_desuyo/status/1211928268019945474","この１年間、そしてSUNABACOに入ってからの半年間、本当に濃過ぎる期間でした。
個人プレーばかりしてきた人生で、チームの強さを知れたのは本当に有難いです。来年も引き続きご迷惑をお掛けしますがお付き合い願います。
関係者各位、今年は本当にありがとうございました。来年もよろしくお願いします","2019-12-31 08:33 +0000","1068.0","46.0","0.04307116104868914","0.0","1.0","35.0","6.0","0.0","0.0","4.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1211925672387440646","https://twitter.com/ogato_desuyo/status/1211925672387440646","くうぅぅぅ、日頃の食生活によって貴重な機会の損失が起きてしまった… https://t.co/VYJVboWJe6","2019-12-31 08:22 +0000","1146.0","21.0","0.01832460732984293","0.0","0.0","13.0","2.0","0.0","0.0","6.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1211860877068029952","https://twitter.com/ogato_desuyo/status/1211860877068029952","雪の無い年越し生まれて初めてだ","2019-12-31 04:05 +0000","488.0","7.0","0.014344262295081968","0.0","0.0","6.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1211860373751492608","https://twitter.com/ogato_desuyo/status/1211860373751492608","私の好きな作家さんVScodeで執筆してるんだって
こうなってくると執筆という言葉も怪しくなってくるよね笑
本を書く、っていう言葉がもう時代遅れになるのかな
鉛筆好きだからちょっと寂しい","2019-12-31 04:03 +0000","640.0","10.0","0.015625","0.0","0.0","5.0","2.0","0.0","0.0","3.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1211856919314386944","https://twitter.com/ogato_desuyo/status/1211856919314386944","大晦日だから吉野家でフードファイトしてきた
ひたすらご飯おかわりと追い牛のオーダー笑
1600円とかハイスコア更新！","2019-12-31 03:49 +0000","602.0","9.0","0.014950166112956811","0.0","0.0","5.0","4.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1211847128953188352","https://twitter.com/ogato_desuyo/status/1211847128953188352","フォルダ構造見れたりするのもよき https://t.co/AOUcQ6mDdJ","2019-12-31 03:10 +0000","738.0","5.0","0.006775067750677507","0.0","0.0","4.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1211846247323070467","https://twitter.com/ogato_desuyo/status/1211846247323070467","AndroidがiOSよりレベル低いとかそんなことなくて、安いAndroidがレベル低いだけ
モスバーガーとチキンクリスプ食べ比べて「やっぱマクドナルドダメだわ」って言ってるようなもんだぞ","2019-12-31 03:07 +0000","1002.0","18.0","0.017964071856287425","1.0","0.0","14.0","3.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1211841924056915975","https://twitter.com/ogato_desuyo/status/1211841924056915975","昨日はドカ壱の年内最終営業日だったので麺納めしてきました https://t.co/hVrUgMzm7q","2019-12-31 02:50 +0000","879.0","52.0","0.05915813424345848","0.0","0.0","14.0","1.0","1.0","0.0","4.0","0.0","0","0","0","0","0","32","32","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1211840834804469760","https://twitter.com/ogato_desuyo/status/1211840834804469760","いつも思うのだが俺の趣味って大体胃袋に入るのね
・ラーメン
・コーヒー
・お酒
・お茶","2019-12-31 02:45 +0000","535.0","8.0","0.014953271028037384","0.0","0.0","4.0","3.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1211818911210954752","https://twitter.com/ogato_desuyo/status/1211818911210954752","この１年はどこかのピースが１つ足りなかっただけでも成り立たなかった
そう考えると今年１年は有効牌をツモり続けた、言うならばムダヅモ無き１年だったなあと","2019-12-31 01:18 +0000","606.0","8.0","0.013201320132013201","0.0","0.0","4.0","2.0","0.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1211815950728626181","https://twitter.com/ogato_desuyo/status/1211815950728626181","初詣とか神様絶対ウザがってるし「え、5円？御縁とかけてるの？いやいやいらんからそーいうの、万札よこせよ」とか絶対思ってる","2019-12-31 01:06 +0000","595.0","15.0","0.025210084033613446","1.0","0.0","9.0","3.0","0.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1211815632917778432","https://twitter.com/ogato_desuyo/status/1211815632917778432","俺が信仰しているのは青い鳥なので面倒な初詣とかいらないし日頃から毎日ちゃんと参拝してる","2019-12-31 01:05 +0000","691.0","11.0","0.015918958031837915","0.0","1.0","8.0","2.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1211810958332456960","https://twitter.com/ogato_desuyo/status/1211810958332456960","借金してる時点でみんな平等にLoserなんですけどね() https://t.co/L4h45tiVxR","2019-12-31 00:47 +0000","905.0","10.0","0.011049723756906077","0.0","0.0","4.0","4.0","2.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1211669194984448001","https://twitter.com/ogato_desuyo/status/1211669194984448001","四天王なのにお金が余るなんてありえる…？
MacPro買いませんか？ https://t.co/xiAIVF4Ejb","2019-12-30 15:23 +0000","1547.0","12.0","0.007756948933419522","1.0","0.0","5.0","1.0","1.0","0.0","4.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1211666105506267138","https://twitter.com/ogato_desuyo/status/1211666105506267138","カンパネルラがやられたか…フッ、所詮奴など四天王の面汚しよ

裕太郎、お前が四天王の格の違いを見せつけてこい","2019-12-30 15:11 +0000","1260.0","23.0","0.018253968253968255","4.0","1.0","10.0","0.0","0.0","0.0","8.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1211664757310144512","https://twitter.com/ogato_desuyo/status/1211664757310144512","@yutarodaxia 高松2期一緒に盛り上げて行きましょう！！！","2019-12-30 15:06 +0000","57.0","3.0","0.05263157894736842","0.0","0.0","3.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1211664327712763904","https://twitter.com/ogato_desuyo/status/1211664327712763904","となると私の取り柄が無くなるのでもっと勉強して知識をつけなければならない","2019-12-30 15:04 +0000","532.0","6.0","0.011278195488721804","0.0","0.0","3.0","3.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1211663849239171072","https://twitter.com/ogato_desuyo/status/1211663849239171072","なにより「古川さんには無理言って手伝ってもらってので今回のは自分というより古川さんのおかげです」と謙遜する姿に感銘を受けました","2019-12-30 15:02 +0000","587.0","5.0","0.008517887563884156","0.0","0.0","2.0","3.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1211663392512987136","https://twitter.com/ogato_desuyo/status/1211663392512987136","200万以上&gt;100万&gt;30万

なのでやはりカンパくんが四天王最弱ですね https://t.co/Wc2UQMTsGV","2019-12-30 15:00 +0000","1746.0","25.0","0.0143184421534937","4.0","0.0","12.0","0.0","1.0","0.0","8.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1211662550867120129","https://twitter.com/ogato_desuyo/status/1211662550867120129","情けとか情とかではなくてシンプルに技術的な面でC#わかる裕太郎さんとは今後とも一緒に頑張っていきたいと思ってゐる","2019-12-30 14:57 +0000","763.0","16.0","0.020969855832241154","0.0","1.0","5.0","5.0","0.0","0.0","5.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1211661868323889152","https://twitter.com/ogato_desuyo/status/1211661868323889152","やはりちゃんと四天王だったみたいです https://t.co/Imuqze86Ls","2019-12-30 14:54 +0000","1100.0","38.0","0.034545454545454546","1.0","0.0","7.0","1.0","0.0","0.0","29.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1211661454912311296","https://twitter.com/ogato_desuyo/status/1211661454912311296","裕太郎さん「プログラミング勉強するために100万程かけて侍エンジニアに通ってとりあえずC#勉強して…」

え、ローンですか？

「です、もうちょいで返済終わります」","2019-12-30 14:52 +0000","1846.0","65.0","0.035211267605633804","4.0","0.0","19.0","15.0","0.0","0.0","27.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1211660345380466696","https://twitter.com/ogato_desuyo/status/1211660345380466696","ぽしゃけ飲むと無限に食欲湧くの、良くない","2019-12-30 14:48 +0000","706.0","7.0","0.009915014164305949","0.0","1.0","4.0","1.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1211642254823055360","https://twitter.com/ogato_desuyo/status/1211642254823055360","おのちゃんの歓迎会が確定しました","2019-12-30 13:36 +0000","1405.0","60.0","0.042704626334519574","2.0","0.0","17.0","27.0","0.0","0.0","14.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1211640220849827845","https://twitter.com/ogato_desuyo/status/1211640220849827845","今月一飲んでる気がする","2019-12-30 13:28 +0000","538.0","4.0","0.007434944237918215","0.0","0.0","3.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1211619072078573569","https://twitter.com/ogato_desuyo/status/1211619072078573569","@happydancebozu 年明けたら喫茶SUNABACOをオープンしようかと！！！","2019-12-30 12:04 +0000","124.0","5.0","0.04032258064516129","1.0","0.0","3.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1211608834805923842","https://twitter.com/ogato_desuyo/status/1211608834805923842","【朗報】裕太郎、こちら側の人間だった","2019-12-30 11:23 +0000","845.0","21.0","0.02485207100591716","0.0","0.0","5.0","14.0","0.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1211572817591881729","https://twitter.com/ogato_desuyo/status/1211572817591881729","仲良しなので✋ https://t.co/P30KoOEPRS","2019-12-30 09:00 +0000","962.0","7.0","0.007276507276507277","0.0","0.0","1.0","6.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1211564901421895681","https://twitter.com/ogato_desuyo/status/1211564901421895681","裕太郎さんにコーヒーの作り方教えた
#今日の裕太郎 https://t.co/XTV5JUG4cv","2019-12-30 08:29 +0000","1223.0","132.0","0.10793131643499591","0.0","1.0","19.0","2.0","1.0","0.0","1.0","0.0","0","0","0","0","0","108","108","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1211521883817926656","https://twitter.com/ogato_desuyo/status/1211521883817926656","ゆうたろうさんとスマブラ配信するお https://t.co/zSLEo8EnC5","2019-12-30 05:38 +0000","759.0","43.0","0.05665349143610013","0.0","0.0","7.0","2.0","34.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1211462735113814016","https://twitter.com/ogato_desuyo/status/1211462735113814016","入れたわ
昨日入っちゃだめとか言ったやつ後で絞めるぞ","2019-12-30 01:43 +0000","1503.0","55.0","0.036593479707252165","0.0","1.0","9.0","38.0","0.0","0.0","7.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1211456536578387969","https://twitter.com/ogato_desuyo/status/1211456536578387969","IGOくんの強キャラ感すごいwww
カンパくんはデータを駆使して戦いそう笑 https://t.co/jmE3g4kw71","2019-12-30 01:18 +0000","2389.0","39.0","0.016324822101297615","1.0","0.0","14.0","11.0","0.0","0.0","13.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1211331292144402433","https://twitter.com/ogato_desuyo/status/1211331292144402433","速度制限しんどい…","2019-12-29 17:01 +0000","574.0","6.0","0.010452961672473868","0.0","0.0","3.0","2.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1211330655939784704","https://twitter.com/ogato_desuyo/status/1211330655939784704","調べたら大盛と同じくらいでした！背脂トッピングを考えると二郎の方が勝ちます！
やはり吉野家も背脂トッピング導入するべきですね！！！ https://t.co/C6rHRTDdMe","2019-12-29 16:58 +0000","966.0","5.0","0.005175983436853002","0.0","0.0","4.0","0.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1211328441544368128","https://twitter.com/ogato_desuyo/status/1211328441544368128","@Haunted_Dogs69 こういう〇〇だから仕方ないみたいなのってまともにやってる片親の人とか障害者の人に失礼ですよね","2019-12-29 16:49 +0000","57.0","3.0","0.05263157894736842","0.0","1.0","2.0","0.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1211327197463498752","https://twitter.com/ogato_desuyo/status/1211327197463498752","片親で貧しいからと言って脱税が許されることはない https://t.co/6kBrRWy7sb","2019-12-29 16:44 +0000","1362.0","18.0","0.013215859030837005","1.0","1.0","5.0","1.0","0.0","0.0","10.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1211321444149297152","https://twitter.com/ogato_desuyo/status/1211321444149297152","吉野家には牛丼豚丼カルビ丼を全部楽しめる肉肉セットとかやってほしい
単品3つよりちょいお得な価格設定よろしく https://t.co/GaRAe8YanQ","2019-12-29 16:21 +0000","1172.0","88.0","0.07508532423208192","0.0","0.0","15.0","3.0","0.0","0.0","1.0","0.0","0","0","0","0","0","69","69","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1211318171212210176","https://twitter.com/ogato_desuyo/status/1211318171212210176","麺納めと麺初めどうしようかな
ダントツならラーメン食いながら新年迎えられるな","2019-12-29 16:08 +0000","784.0","9.0","0.011479591836734694","0.0","0.0","7.0","2.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1211260229813329921","https://twitter.com/ogato_desuyo/status/1211260229813329921","Wi-Fiなくなると何もできなくなるのやばいな、現代人って感じがする","2019-12-29 12:18 +0000","735.0","12.0","0.0163265306122449","0.0","0.0","9.0","2.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1211259402423959552","https://twitter.com/ogato_desuyo/status/1211259402423959552","明日営業許可取ってこよ","2019-12-29 12:15 +0000","639.0","10.0","0.01564945226917058","0.0","0.0","6.0","3.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1211256317593018368","https://twitter.com/ogato_desuyo/status/1211256317593018368","「休みの日は会社に来ちゃいかんよ」

「え、なんでだめなんですか？」

「今日は営業許可取ってないでしょう」

「いや、営業してないですもん」

「だったらいちゃだめですって」

「え、なんでですか？」

以下ループ","2019-12-29 12:03 +0000","1684.0","60.0","0.035629453681710214","0.0","0.0","15.0","39.0","0.0","0.0","6.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1211255369881636864","https://twitter.com/ogato_desuyo/status/1211255369881636864","休みの日は会社に来ちゃだめとかいうルール初めて聞いたんだけど","2019-12-29 11:59 +0000","689.0","10.0","0.01451378809869376","0.0","0.0","7.0","1.0","0.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1211247695605583872","https://twitter.com/ogato_desuyo/status/1211247695605583872","1番大きな要因に快適なWi-Fi環境が挙がります","2019-12-29 11:28 +0000","567.0","9.0","0.015873015873015872","0.0","0.0","2.0","6.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1211247238980096002","https://twitter.com/ogato_desuyo/status/1211247238980096002","SUNABACO高松は建物の関係上31日1日はお休みですがそれ以外は基本的にプライベートで自分がいるので遊びに来たい方いれば連絡くださーい🤗
寂しいので遊びに来てください（本音）","2019-12-29 11:27 +0000","1136.0","33.0","0.029049295774647887","3.0","0.0","16.0","8.0","0.0","0.0","6.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"1211238094172606464","https://twitter.com/ogato_desuyo/status/1211238094172606464",".@yutarodaxia https://t.co/KnxP1Yk8zx","2019-12-29 10:50 +0000","814.0","11.0","0.013513513513513514","0.0","0.0","2.0","3.0","0.0","0.0","6.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
